Session ID,Cumulative Games,Games Simulated in Session,Lifetime Avg Bet (Xbase),Lifetime winrate (W/L x(Base)),Lifetime Amount won (Xbase),Lifetime Amount loss (Xbase),Lifetime Amount push (Xbase),Lifetime Net Gain/Loss (Xbase),Session Avg Bet (Xbase),Session winrate (W/L x(Base)),Session Amount won (Xbase),Session Amount loss (Xbase),Session Amount push (Xbase),Session Net Gain/Loss (Xbase),Session CI Left,Session CI Right,Lifetime CI Left,Lifetime CI Right,Lifetime Mean
7273,7273000,1000,1.162,49.562,3848090.500,3916148.000,685638.000,-68057.500,1.167,47.721,513.000,562.000,92.000,-49.000,49.518,49.597,49.571,49.573,49.572
7274,7274000,1000,1.162,49.562,3848630.500,3916676.000,685724.000,-68045.500,1.154,50.562,540.000,528.000,86.000,12.000,49.519,49.597,49.571,49.573,49.572
7275,7275000,1000,1.162,49.562,3849154.500,3917221.000,685820.000,-68066.500,1.165,49.018,524.000,545.000,96.000,-21.000,49.519,49.597,49.571,49.573,49.572
7276,7276000,1000,1.162,49.561,3849650.000,3917775.000,685931.000,-68125.000,1.161,47.213,495.500,554.000,111.000,-58.500,49.518,49.597,49.571,49.573,49.572
7277,7277000,1000,1.162,49.561,3850159.000,3918317.000,686029.000,-68158.000,1.149,48.430,509.000,542.000,98.000,-33.000,49.518,49.597,49.571,49.573,49.572
7278,7278000,1000,1.162,49.562,3850703.500,3918828.000,686122.000,-68124.500,1.149,51.587,544.500,511.000,93.000,33.500,49.518,49.597,49.571,49.573,49.572
7279,7279000,1000,1.162,49.562,3851261.000,3919332.000,686226.000,-68071.000,1.165,52.520,557.500,504.000,104.000,53.500,49.519,49.597,49.571,49.573,49.572
7280,7280000,1000,1.162,49.562,3851796.500,3919861.000,686328.000,-68064.500,1.167,50.305,535.500,529.000,102.000,6.500,49.519,49.597,49.571,49.573,49.572
7281,7281000,1000,1.162,49.562,3852305.500,3920434.000,686414.000,-68128.500,1.168,47.043,509.000,573.000,86.000,-64.000,49.518,49.597,49.571,49.573,49.572
7282,7282000,1000,1.162,49.561,3852794.000,3921003.000,686505.000,-68209.000,1.149,46.194,488.500,569.000,91.000,-80.500,49.518,49.597,49.571,49.573,49.572
7283,7283000,1000,1.162,49.561,3853322.500,3921549.000,686592.000,-68226.500,1.161,49.186,528.500,546.000,87.000,-17.500,49.518,49.597,49.571,49.573,49.572
7284,7284000,1000,1.162,49.561,3853866.000,3922077.000,686674.000,-68211.000,1.153,50.723,543.500,528.000,82.000,15.500,49.518,49.597,49.571,49.573,49.572
7285,7285000,1000,1.162,49.561,3854386.500,3922649.000,686758.000,-68262.500,1.177,47.643,520.500,572.000,84.000,-51.500,49.518,49.597,49.571,49.573,49.572
7286,7286000,1000,1.162,49.561,3854916.000,3923181.000,686850.000,-68265.000,1.153,49.882,529.500,532.000,92.000,-2.500,49.518,49.597,49.571,49.573,49.572
7287,7287000,1000,1.162,49.562,3855485.500,3923686.000,686946.000,-68200.500,1.171,53.001,569.500,505.000,96.000,64.500,49.518,49.597,49.571,49.573,49.572
7288,7288000,1000,1.162,49.562,3856045.000,3924229.000,687032.000,-68184.000,1.188,50.748,559.500,543.000,86.000,16.500,49.519,49.597,49.571,49.573,49.572
7289,7289000,1000,1.162,49.562,3856556.000,3924796.000,687121.000,-68240.000,1.167,47.403,511.000,567.000,89.000,-56.000,49.518,49.597,49.571,49.573,49.572
7290,7290000,1000,1.162,49.562,3857068.500,3925317.000,687231.000,-68248.500,1.143,49.589,512.500,521.000,110.000,-8.500,49.518,49.597,49.571,49.573,49.572
7291,7291000,1000,1.162,49.562,3857613.500,3925854.000,687335.000,-68240.500,1.186,50.370,545.000,537.000,104.000,8.000,49.518,49.597,49.571,49.573,49.572
7292,7292000,1000,1.162,49.562,3858142.500,3926382.000,687440.000,-68239.500,1.162,50.047,529.000,528.000,105.000,1.000,49.518,49.597,49.571,49.573,49.572
7293,7293000,1000,1.162,49.562,3858686.500,3926926.000,687527.000,-68239.500,1.175,50.000,544.000,544.000,87.000,0.000,49.519,49.597,49.571,49.573,49.572
7294,7294000,1000,1.162,49.562,3859209.000,3927480.000,687615.000,-68271.000,1.165,48.537,522.500,554.000,88.000,-31.500,49.518,49.597,49.571,49.573,49.572
7295,7295000,1000,1.162,49.561,3859723.000,3928030.000,687711.000,-68307.000,1.160,48.308,514.000,550.000,96.000,-36.000,49.518,49.597,49.571,49.573,49.572
7296,7296000,1000,1.162,49.561,3860250.000,3928596.000,687791.000,-68346.000,1.173,48.216,527.000,566.000,80.000,-39.000,49.518,49.597,49.571,49.573,49.572
7297,7297000,1000,1.162,49.562,3860804.000,3929103.000,687901.000,-68299.000,1.171,52.215,554.000,507.000,110.000,47.000,49.518,49.597,49.571,49.573,49.572
7298,7298000,1000,1.162,49.562,3861360.500,3929647.000,687984.000,-68286.500,1.183,50.568,556.500,544.000,83.000,12.500,49.519,49.597,49.571,49.573,49.572
7299,7299000,1000,1.162,49.562,3861926.500,3930176.000,688074.000,-68249.500,1.185,51.689,566.000,529.000,90.000,37.000,49.519,49.597,49.571,49.573,49.572
7300,7300000,1000,1.162,49.562,3862452.500,3930735.000,688158.000,-68282.500,1.169,48.479,526.000,559.000,84.000,-33.000,49.519,49.597,49.571,49.573,49.572
7301,7301000,1000,1.162,49.562,3862967.500,3931287.000,688251.000,-68319.500,1.160,48.266,515.000,552.000,93.000,-37.000,49.519,49.597,49.570,49.573,49.572
7302,7302000,1000,1.162,49.562,3863493.000,3931840.000,688339.000,-68347.000,1.167,48.725,525.500,553.000,88.000,-27.500,49.518,49.597,49.570,49.573,49.572
7303,7303000,1000,1.162,49.562,3864050.500,3932356.000,688430.000,-68305.500,1.165,51.933,557.500,516.000,91.000,41.500,49.519,49.597,49.570,49.573,49.572
7304,7304000,1000,1.162,49.562,3864544.500,3932903.000,688538.000,-68358.500,1.149,47.454,494.000,547.000,108.000,-53.000,49.518,49.597,49.570,49.573,49.572
7305,7305000,1000,1.162,49.562,3865086.500,3933432.000,688631.000,-68345.500,1.164,50.607,542.000,529.000,93.000,13.000,49.519,49.597,49.570,49.573,49.572
7306,7306000,1000,1.162,49.562,3865613.000,3933976.000,688722.000,-68363.000,1.161,49.183,526.500,544.000,91.000,-17.500,49.519,49.597,49.570,49.573,49.572
7307,7307000,1000,1.162,49.562,3866146.000,3934523.000,688806.000,-68377.000,1.164,49.352,533.000,547.000,84.000,-14.000,49.519,49.597,49.570,49.573,49.572
7308,7308000,1000,1.162,49.562,3866674.500,3935058.000,688898.000,-68383.500,1.155,49.694,528.500,535.000,92.000,-6.500,49.519,49.597,49.570,49.573,49.572
7309,7309000,1000,1.162,49.562,3867230.500,3935571.000,689003.000,-68340.500,1.174,52.011,556.000,513.000,105.000,43.000,49.519,49.597,49.570,49.573,49.572
7310,7310000,1000,1.162,49.562,3867737.000,3936101.000,689107.000,-68364.000,1.141,48.866,506.500,530.000,104.000,-23.500,49.519,49.597,49.570,49.573,49.572
7311,7311000,1000,1.162,49.562,3868282.500,3936629.000,689203.000,-68346.500,1.169,50.815,545.500,528.000,96.000,17.500,49.519,49.597,49.570,49.573,49.572
7312,7312000,1000,1.162,49.562,3868832.500,3937157.000,689291.000,-68324.500,1.166,51.020,550.000,528.000,88.000,22.000,49.519,49.598,49.570,49.573,49.572
7313,7313000,1000,1.162,49.563,3869390.500,3937684.000,689378.000,-68293.500,1.172,51.429,558.000,527.000,87.000,31.000,49.519,49.598,49.570,49.573,49.572
7314,7314000,1000,1.162,49.563,3869905.000,3938199.000,689497.000,-68294.000,1.149,49.976,514.500,515.000,119.000,-0.500,49.520,49.598,49.570,49.573,49.572
7315,7315000,1000,1.162,49.562,3870412.000,3938752.000,689587.000,-68340.000,1.150,47.830,507.000,553.000,90.000,-46.000,49.519,49.598,49.570,49.573,49.572
7316,7316000,1000,1.162,49.563,3870976.500,3939273.000,689667.000,-68296.500,1.165,52.004,564.500,521.000,80.000,43.500,49.520,49.598,49.570,49.573,49.572
7317,7317000,1000,1.162,49.563,3871500.500,3939799.000,689776.000,-68298.500,1.159,49.905,524.000,526.000,109.000,-2.000,49.520,49.598,49.570,49.573,49.572
7318,7318000,1000,1.162,49.563,3872058.500,3940339.000,689862.000,-68280.500,1.184,50.820,558.000,540.000,86.000,18.000,49.520,49.598,49.570,49.573,49.572
7319,7319000,1000,1.162,49.563,3872589.500,3940843.000,689967.000,-68253.500,1.140,51.304,531.000,504.000,105.000,27.000,49.520,49.599,49.570,49.573,49.572
7320,7320000,1000,1.162,49.563,3873110.500,3941409.000,690048.000,-68298.500,1.168,47.930,521.000,566.000,81.000,-45.000,49.520,49.598,49.570,49.573,49.572
7321,7321000,1000,1.162,49.563,3873634.000,3941952.000,690142.000,-68318.000,1.161,49.086,523.500,543.000,94.000,-19.500,49.520,49.598,49.570,49.573,49.572
7322,7322000,1000,1.162,49.563,3874194.000,3942462.000,690234.000,-68268.000,1.162,52.336,560.000,510.000,92.000,50.000,49.520,49.599,49.570,49.573,49.572
7323,7323000,1000,1.162,49.564,3874751.000,3942994.000,690320.000,-68243.000,1.175,51.148,557.000,532.000,86.000,25.000,49.520,49.599,49.570,49.573,49.572
7324,7324000,1000,1.162,49.563,3875262.500,3943538.000,690420.000,-68275.500,1.155,48.460,511.500,544.000,100.000,-32.500,49.520,49.599,49.570,49.573,49.572
7325,7325000,1000,1.162,49.563,3875777.500,3944100.000,690499.000,-68322.500,1.156,47.818,515.000,562.000,79.000,-47.000,49.520,49.598,49.570,49.573,49.572
7326,7326000,1000,1.162,49.563,3876282.000,3944667.000,690598.000,-68385.000,1.171,47.084,504.500,567.000,99.000,-62.500,49.520,49.598,49.570,49.573,49.572
7327,7327000,1000,1.162,49.563,3876816.500,3945203.000,690693.000,-68386.500,1.165,49.930,534.500,536.000,95.000,-1.500,49.520,49.598,49.570,49.573,49.572
7328,7328000,1000,1.162,49.562,3877306.500,3945765.000,690786.000,-68458.500,1.145,46.578,490.000,562.000,93.000,-72.000,49.519,49.598,49.570,49.573,49.572
7329,7329000,1000,1.162,49.562,3877801.000,3946321.000,690876.000,-68520.000,1.141,47.073,494.500,556.000,90.000,-61.500,49.519,49.597,49.570,49.573,49.572
7330,7330000,1000,1.162,49.562,3878339.000,3946858.000,690963.000,-68519.000,1.162,50.047,538.000,537.000,87.000,1.000,49.519,49.597,49.570,49.573,49.572
7331,7331000,1000,1.162,49.562,3878869.000,3947407.000,691040.000,-68538.000,1.156,49.120,530.000,549.000,77.000,-19.000,49.519,49.597,49.570,49.573,49.572
7332,7332000,1000,1.162,49.562,3879371.500,3947962.000,691141.000,-68590.500,1.159,47.518,502.500,555.000,101.000,-52.500,49.519,49.597,49.570,49.573,49.572
7333,7333000,1000,1.162,49.562,3879872.500,3948504.000,691248.000,-68631.500,1.150,48.035,501.000,542.000,107.000,-41.000,49.519,49.597,49.570,49.573,49.572
7334,7334000,1000,1.162,49.562,3880379.500,3949037.000,691356.000,-68657.500,1.148,48.750,507.000,533.000,108.000,-26.000,49.518,49.597,49.570,49.573,49.572
7335,7335000,1000,1.162,49.562,3880911.000,3949579.000,691445.000,-68668.000,1.163,49.511,531.500,542.000,89.000,-10.500,49.518,49.597,49.570,49.573,49.572
7336,7336000,1000,1.162,49.561,3881425.500,3950141.000,691544.000,-68715.500,1.175,47.794,514.500,562.000,99.000,-47.500,49.518,49.597,49.570,49.573,49.572
7337,7337000,1000,1.162,49.561,3881948.000,3950692.000,691640.000,-68744.000,1.169,48.673,522.500,551.000,96.000,-28.500,49.518,49.596,49.570,49.573,49.572
7338,7338000,1000,1.162,49.561,3882447.000,3951249.000,691725.000,-68802.000,1.141,47.254,499.000,557.000,85.000,-58.000,49.518,49.596,49.570,49.573,49.572
7339,7339000,1000,1.162,49.561,3882960.000,3951791.000,691824.000,-68831.000,1.154,48.626,513.000,542.000,99.000,-29.000,49.518,49.596,49.570,49.573,49.572
7340,7340000,1000,1.162,49.561,3883499.000,3952331.000,691925.000,-68832.000,1.180,49.954,539.000,540.000,101.000,-1.000,49.518,49.596,49.570,49.573,49.572
7341,7341000,1000,1.162,49.560,3883999.000,3952898.000,692019.000,-68899.000,1.161,46.860,500.000,567.000,94.000,-67.000,49.517,49.596,49.570,49.573,49.572
7342,7342000,1000,1.162,49.560,3884499.000,3953450.000,692127.000,-68951.000,1.160,47.529,500.000,552.000,108.000,-52.000,49.517,49.595,49.570,49.573,49.572
7343,7343000,1000,1.162,49.560,3885024.000,3953978.000,692210.000,-68954.000,1.136,49.858,525.000,528.000,83.000,-3.000,49.517,49.595,49.570,49.573,49.572
7344,7344000,1000,1.162,49.561,3885586.000,3954493.000,692298.000,-68907.000,1.165,52.182,562.000,515.000,88.000,47.000,49.517,49.596,49.570,49.573,49.572
7345,7345000,1000,1.162,49.561,3886117.500,3955023.000,692397.000,-68905.500,1.161,50.071,531.500,530.000,99.000,1.500,49.518,49.596,49.570,49.573,49.572
7346,7346000,1000,1.162,49.561,3886700.000,3955513.000,692492.000,-68813.000,1.167,54.312,582.500,490.000,95.000,92.500,49.518,49.596,49.570,49.573,49.572
7347,7347000,1000,1.162,49.561,3887261.000,3956053.000,692571.000,-68792.000,1.180,50.954,561.000,540.000,79.000,21.000,49.518,49.597,49.570,49.573,49.572
7348,7348000,1000,1.162,49.561,3887763.500,3956599.000,692679.000,-68835.500,1.157,47.926,502.500,546.000,108.000,-43.500,49.518,49.596,49.570,49.573,49.572
7349,7349000,1000,1.162,49.561,3888301.000,3957151.000,692757.000,-68850.000,1.167,49.335,537.500,552.000,78.000,-14.500,49.518,49.596,49.570,49.573,49.572
7350,7350000,1000,1.162,49.561,3888836.500,3957671.000,692864.000,-68834.500,1.163,50.734,535.500,520.000,107.000,15.500,49.518,49.597,49.570,49.573,49.572
7351,7351000,1000,1.162,49.561,3889343.000,3958225.000,692965.000,-68882.000,1.161,47.760,506.500,554.000,101.000,-47.500,49.518,49.596,49.570,49.573,49.572
7352,7352000,1000,1.162,49.561,3889865.000,3958773.000,693063.000,-68908.000,1.168,48.785,522.000,548.000,98.000,-26.000,49.518,49.596,49.570,49.573,49.572
7353,7353000,1000,1.162,49.561,3890417.500,3959308.000,693153.000,-68890.500,1.177,50.805,552.500,535.000,90.000,17.500,49.518,49.596,49.570,49.573,49.572
7354,7354000,1000,1.162,49.561,3890922.000,3959858.000,693257.000,-68936.000,1.159,47.843,504.500,550.000,104.000,-45.500,49.518,49.596,49.570,49.573,49.572
7355,7355000,1000,1.162,49.561,3891463.000,3960361.000,693359.000,-68898.000,1.146,51.820,541.000,503.000,102.000,38.000,49.518,49.596,49.570,49.573,49.572
7356,7356000,1000,1.162,49.561,3891992.500,3960920.000,693452.000,-68927.500,1.181,48.645,529.500,559.000,93.000,-29.500,49.518,49.596,49.570,49.573,49.572
7357,7357000,1000,1.162,49.561,3892493.500,3961450.000,693572.000,-68956.500,1.151,48.594,501.000,530.000,120.000,-29.000,49.518,49.596,49.570,49.573,49.572
7358,7358000,1000,1.162,49.561,3893045.000,3961966.000,693671.000,-68921.000,1.167,51.663,551.500,516.000,99.000,35.500,49.518,49.596,49.570,49.573,49.572
7359,7359000,1000,1.162,49.561,3893558.500,3962530.000,693761.000,-68971.500,1.167,47.657,513.500,564.000,90.000,-50.500,49.518,49.596,49.570,49.573,49.572
7360,7360000,1000,1.162,49.561,3894069.500,3963093.000,693860.000,-69023.500,1.173,47.579,511.000,563.000,99.000,-52.000,49.518,49.596,49.570,49.573,49.572
7361,7361000,1000,1.162,49.560,3894556.500,3963651.000,693980.000,-69094.500,1.165,46.603,487.000,558.000,120.000,-71.000,49.517,49.596,49.570,49.573,49.572
7362,7362000,1000,1.162,49.560,3895056.500,3964220.000,694084.000,-69163.500,1.173,46.773,500.000,569.000,104.000,-69.000,49.517,49.595,49.570,49.573,49.572
7363,7363000,1000,1.162,49.560,3895591.500,3964763.000,694167.000,-69171.500,1.161,49.629,535.000,543.000,83.000,-8.000,49.517,49.595,49.570,49.573,49.572
7364,7364000,1000,1.162,49.560,3896143.500,3965284.000,694256.000,-69140.500,1.162,51.445,552.000,521.000,89.000,31.000,49.517,49.595,49.570,49.573,49.572
7365,7365000,1000,1.162,49.560,3896642.500,3965846.000,694358.000,-69203.500,1.163,47.031,499.000,562.000,102.000,-63.000,49.517,49.595,49.570,49.573,49.572
7366,7366000,1000,1.162,49.560,3897171.500,3966387.000,694446.000,-69215.500,1.158,49.439,529.000,541.000,88.000,-12.000,49.517,49.595,49.570,49.573,49.572
7367,7367000,1000,1.162,49.560,3897684.500,3966936.000,694543.000,-69251.500,1.159,48.305,513.000,549.000,97.000,-36.000,49.517,49.595,49.570,49.573,49.572
7368,7368000,1000,1.162,49.559,3898164.000,3967489.000,694639.000,-69325.000,1.129,46.441,479.500,553.000,96.000,-73.500,49.516,49.594,49.570,49.573,49.572
7369,7369000,1000,1.162,49.559,3898662.500,3968076.000,694719.000,-69413.500,1.165,45.924,498.500,587.000,80.000,-88.500,49.516,49.594,49.570,49.573,49.572
7370,7370000,1000,1.162,49.559,3899195.000,3968620.000,694814.000,-69425.000,1.171,49.466,532.500,544.000,95.000,-11.500,49.516,49.594,49.570,49.573,49.572
7371,7371000,1000,1.162,49.559,3899706.000,3969171.000,694917.000,-69465.000,1.165,48.117,511.000,551.000,103.000,-40.000,49.516,49.594,49.570,49.573,49.571
7372,7372000,1000,1.162,49.559,3900258.000,3969718.000,695010.000,-69460.000,1.192,50.227,552.000,547.000,93.000,5.000,49.516,49.594,49.570,49.573,49.571
7373,7373000,1000,1.162,49.559,3900782.500,3970272.000,695093.000,-69489.500,1.161,48.632,524.500,554.000,83.000,-29.500,49.516,49.594,49.570,49.573,49.571
7374,7374000,1000,1.162,49.558,3901300.500,3970818.000,695199.000,-69517.500,1.170,48.684,518.000,546.000,106.000,-28.000,49.515,49.594,49.570,49.573,49.571
7375,7375000,1000,1.162,49.558,3901823.500,3971369.000,695276.000,-69545.500,1.151,48.696,523.000,551.000,77.000,-28.000,49.515,49.593,49.570,49.573,49.571
7376,7376000,1000,1.162,49.558,3902334.000,3971927.000,695355.000,-69593.000,1.147,47.777,510.500,558.000,79.000,-47.500,49.515,49.593,49.570,49.573,49.571
7377,7377000,1000,1.162,49.558,3902872.000,3972467.000,695444.000,-69595.000,1.167,49.907,538.000,540.000,89.000,-2.000,49.515,49.593,49.570,49.573,49.571
7378,7378000,1000,1.162,49.558,3903400.500,3973018.000,695524.000,-69617.500,1.159,48.958,528.500,551.000,80.000,-22.500,49.515,49.593,49.570,49.573,49.571
7379,7379000,1000,1.162,49.558,3903913.500,3973574.000,695626.000,-69660.500,1.171,47.989,513.000,556.000,102.000,-43.000,49.515,49.593,49.570,49.573,49.571
7380,7380000,1000,1.162,49.558,3904487.000,3974088.000,695714.000,-69601.000,1.175,52.736,573.500,514.000,88.000,59.500,49.515,49.593,49.570,49.573,49.571
7381,7381000,1000,1.162,49.558,3904981.500,3974620.000,695832.000,-69638.500,1.145,48.173,494.500,532.000,118.000,-37.500,49.515,49.593,49.570,49.573,49.571
7382,7382000,1000,1.162,49.558,3905502.000,3975165.000,695923.000,-69663.000,1.157,48.850,520.500,545.000,91.000,-24.500,49.515,49.593,49.570,49.573,49.571
7383,7383000,1000,1.162,49.558,3906040.500,3975708.000,696016.000,-69667.500,1.175,49.792,538.500,543.000,93.000,-4.500,49.515,49.593,49.570,49.573,49.571
7384,7384000,1000,1.162,49.558,3906574.000,3976251.000,696099.000,-69677.000,1.159,49.559,533.500,543.000,83.000,-9.500,49.515,49.593,49.570,49.573,49.571
7385,7385000,1000,1.162,49.558,3907094.500,3976787.000,696196.000,-69692.500,1.153,49.266,520.500,536.000,97.000,-15.500,49.515,49.593,49.570,49.573,49.571
7386,7386000,1000,1.162,49.558,3907592.000,3977343.000,696289.000,-69751.000,1.147,47.224,497.500,556.000,93.000,-58.500,49.515,49.593,49.570,49.573,49.571
7387,7387000,1000,1.162,49.558,3908132.000,3977891.000,696376.000,-69759.000,1.175,49.632,540.000,548.000,87.000,-8.000,49.515,49.593,49.570,49.573,49.571
7388,7388000,1000,1.162,49.558,3908650.500,3978440.000,696469.000,-69789.500,1.161,48.571,518.500,549.000,93.000,-30.500,49.515,49.593,49.570,49.573,49.571
7389,7389000,1000,1.162,49.558,3909182.500,3978966.000,696577.000,-69783.500,1.166,50.284,532.000,526.000,108.000,6.000,49.515,49.593,49.570,49.573,49.571
7390,7390000,1000,1.162,49.558,3909734.500,3979496.000,696673.000,-69761.500,1.178,51.017,552.000,530.000,96.000,22.000,49.515,49.593,49.570,49.573,49.571
7391,7391000,1000,1.162,49.558,3910258.000,3980042.000,696769.000,-69784.000,1.165,48.948,523.500,546.000,96.000,-22.500,49.515,49.593,49.570,49.573,49.571
7392,7392000,1000,1.162,49.558,3910794.000,3980583.000,696853.000,-69789.000,1.161,49.768,536.000,541.000,84.000,-5.000,49.515,49.593,49.570,49.573,49.571
7393,7393000,1000,1.162,49.558,3911316.500,3981138.000,696946.000,-69821.500,1.171,48.492,522.500,555.000,93.000,-32.500,49.515,49.593,49.570,49.573,49.571
7394,7394000,1000,1.162,49.558,3911845.000,3981673.000,697040.000,-69828.000,1.157,49.694,528.500,535.000,94.000,-6.500,49.515,49.593,49.570,49.573,49.571
7395,7395000,1000,1.162,49.558,3912393.500,3982186.000,697122.000,-69792.500,1.143,51.672,548.500,513.000,82.000,35.500,49.515,49.593,49.570,49.573,49.571
7396,7396000,1000,1.162,49.558,3912937.000,3982731.000,697209.000,-69794.000,1.175,49.931,543.500,545.000,87.000,-1.500,49.515,49.593,49.570,49.573,49.571
7397,7397000,1000,1.162,49.558,3913453.500,3983297.000,697297.000,-69843.500,1.171,47.714,516.500,566.000,88.000,-49.500,49.515,49.593,49.570,49.573,49.571
7398,7398000,1000,1.162,49.558,3913963.000,3983830.000,697409.000,-69867.000,1.155,48.873,509.500,533.000,112.000,-23.500,49.515,49.593,49.570,49.573,49.571
7399,7399000,1000,1.162,49.558,3914493.000,3984360.000,697510.000,-69867.000,1.161,50.000,530.000,530.000,101.000,0.000,49.515,49.593,49.570,49.573,49.571
7400,7400000,1000,1.162,49.557,3914983.000,3984915.000,697616.000,-69932.000,1.151,46.890,490.000,555.000,106.000,-65.000,49.514,49.592,49.570,49.573,49.571
7401,7401000,1000,1.162,49.557,3915500.000,3985481.000,697714.000,-69981.000,1.181,47.738,517.000,566.000,98.000,-49.000,49.514,49.592,49.570,49.573,49.571
7402,7402000,1000,1.162,49.557,3916014.500,3986020.000,697811.000,-70005.500,1.151,48.837,514.500,539.000,97.000,-24.500,49.514,49.592,49.570,49.573,49.571
7403,7403000,1000,1.162,49.557,3916544.500,3986527.000,697901.000,-69982.500,1.127,51.109,530.000,507.000,90.000,23.000,49.514,49.592,49.570,49.573,49.571
7404,7404000,1000,1.162,49.557,3917051.500,3987075.000,698013.000,-70023.500,1.167,48.057,507.000,548.000,112.000,-41.000,49.514,49.592,49.570,49.573,49.571
7405,7405000,1000,1.162,49.557,3917574.500,3987606.000,698112.000,-70031.500,1.153,49.620,523.000,531.000,99.000,-8.000,49.514,49.592,49.570,49.573,49.571
7406,7406000,1000,1.162,49.557,3918131.000,3988146.000,698194.000,-70015.000,1.179,50.752,556.500,540.000,82.000,16.500,49.514,49.592,49.570,49.573,49.571
7407,7407000,1000,1.162,49.557,3918673.000,3988687.000,698275.000,-70014.000,1.164,50.046,542.000,541.000,81.000,1.000,49.514,49.592,49.570,49.573,49.571
7408,7408000,1000,1.162,49.557,3919214.500,3989208.000,698376.000,-69993.500,1.163,50.965,541.500,521.000,101.000,20.500,49.515,49.592,49.570,49.573,49.571
7409,7409000,1000,1.162,49.557,3919716.000,3989749.000,698467.000,-70033.000,1.133,48.106,501.500,541.000,91.000,-39.500,49.514,49.592,49.570,49.573,49.571
7410,7410000,1000,1.162,49.557,3920246.000,3990278.000,698553.000,-70032.000,1.145,50.047,530.000,529.000,86.000,1.000,49.514,49.592,49.570,49.573,49.571
7411,7411000,1000,1.162,49.558,3920788.500,3990794.000,698662.000,-70005.500,1.167,51.252,542.500,516.000,109.000,26.500,49.515,49.593,49.570,49.573,49.571
7412,7412000,1000,1.162,49.558,3921336.500,3991295.000,698774.000,-69958.500,1.161,52.240,548.000,501.000,112.000,47.000,49.515,49.593,49.570,49.573,49.571
7413,7413000,1000,1.162,49.558,3921867.500,3991805.000,698884.000,-69937.500,1.151,51.009,531.000,510.000,110.000,21.000,49.515,49.593,49.570,49.573,49.571
7414,7414000,1000,1.162,49.558,3922412.000,3992356.000,698965.000,-69944.000,1.177,49.703,544.500,551.000,81.000,-6.500,49.515,49.593,49.570,49.572,49.571
7415,7415000,1000,1.162,49.558,3922917.000,3992894.000,699083.000,-69977.000,1.161,48.418,505.000,538.000,118.000,-33.000,49.515,49.593,49.570,49.572,49.571
7416,7416000,1000,1.162,49.558,3923468.000,3993405.000,699184.000,-69937.000,1.163,51.883,551.000,511.000,101.000,40.000,49.515,49.593,49.570,49.572,49.571
7417,7417000,1000,1.162,49.558,3923991.500,3993938.000,699279.000,-69946.500,1.151,49.550,523.500,533.000,95.000,-9.500,49.515,49.593,49.570,49.572,49.571
7418,7418000,1000,1.162,49.559,3924548.500,3994457.000,699378.000,-69908.500,1.175,51.766,557.000,519.000,99.000,38.000,49.516,49.594,49.570,49.572,49.571
7419,7419000,1000,1.162,49.559,3925084.000,3994987.000,699481.000,-69903.000,1.169,50.258,535.500,530.000,103.000,5.500,49.516,49.594,49.570,49.572,49.571
7420,7420000,1000,1.162,49.559,3925601.000,3995521.000,699566.000,-69920.000,1.136,49.191,517.000,534.000,85.000,-17.000,49.516,49.594,49.570,49.572,49.571
7421,7421000,1000,1.162,49.559,3926164.500,3996034.000,699658.000,-69869.500,1.169,52.346,563.500,513.000,92.000,50.500,49.516,49.594,49.570,49.572,49.571
7422,7422000,1000,1.162,49.559,3926710.500,3996562.000,699748.000,-69851.500,1.164,50.838,546.000,528.000,90.000,18.000,49.516,49.594,49.570,49.572,49.571
7423,7423000,1000,1.162,49.559,3927232.000,3997109.000,699844.000,-69877.000,1.165,48.807,521.500,547.000,96.000,-25.500,49.516,49.594,49.570,49.572,49.571
7424,7424000,1000,1.162,49.560,3927811.000,3997623.000,699936.000,-69812.000,1.185,52.973,579.000,514.000,92.000,65.000,49.517,49.595,49.570,49.572,49.571
7425,7425000,1000,1.162,49.560,3928344.000,3998170.000,700021.000,-69826.000,1.165,49.352,533.000,547.000,85.000,-14.000,49.517,49.594,49.570,49.572,49.571
7426,7426000,1000,1.162,49.560,3928903.000,3998680.000,700103.000,-69777.000,1.151,52.292,559.000,510.000,82.000,49.000,49.517,49.595,49.570,49.572,49.571
7427,7427000,1000,1.162,49.560,3929413.000,3999203.000,700210.000,-69790.000,1.140,49.371,510.000,523.000,107.000,-13.000,49.517,49.595,49.570,49.572,49.571
7428,7428000,1000,1.162,49.560,3929922.500,3999757.000,700310.000,-69834.500,1.163,47.908,509.500,554.000,100.000,-44.500,49.517,49.595,49.570,49.572,49.571
7429,7429000,1000,1.162,49.560,3930464.000,4000297.000,700385.000,-69833.000,1.157,50.069,541.500,540.000,75.000,1.500,49.517,49.595,49.570,49.572,49.571
7430,7430000,1000,1.162,49.560,3930989.000,4000836.000,700471.000,-69847.000,1.150,49.342,525.000,539.000,86.000,-14.000,49.517,49.595,49.570,49.572,49.571
7431,7431000,1000,1.162,49.560,3931509.000,4001365.000,700580.000,-69856.000,1.158,49.571,520.000,529.000,109.000,-9.000,49.517,49.595,49.570,49.572,49.571
7432,7432000,1000,1.162,49.560,3932030.000,4001913.000,700680.000,-69883.000,1.169,48.737,521.000,548.000,100.000,-27.000,49.517,49.595,49.570,49.572,49.571
