Session ID,Cumulative Games,Games Simulated in Session,Lifetime Avg Bet (Xbase),Lifetime winrate (W/L x(Base)),Lifetime Amount won (Xbase),Lifetime Amount loss (Xbase),Lifetime Amount push (Xbase),Lifetime Net Gain/Loss (Xbase),Session Avg Bet (Xbase),Session winrate (W/L x(Base)),Session Amount won (Xbase),Session Amount loss (Xbase),Session Amount push (Xbase),Session Net Gain/Loss (Xbase),Session CI Left,Session CI Right,Lifetime CI Left,Lifetime CI Right,Lifetime Mean
7433,7433000,1000,1.162,49.559,3932517.000,4002490.000,700775.000,-69973.000,1.159,45.771,487.000,577.000,95.000,-90.000,49.516,49.594,49.570,49.572,49.571
7434,7434000,1000,1.162,49.559,3933047.500,4002990.000,700885.000,-69942.500,1.141,51.480,530.500,500.000,110.000,30.500,49.516,49.594,49.570,49.572,49.571
7435,7435000,1000,1.162,49.559,3933581.500,4003546.000,700980.000,-69964.500,1.185,48.991,534.000,556.000,95.000,-22.000,49.516,49.594,49.570,49.572,49.571
7436,7436000,1000,1.162,49.559,3934110.500,4004071.000,701083.000,-69960.500,1.157,50.190,529.000,525.000,103.000,4.000,49.516,49.594,49.570,49.572,49.571
7437,7437000,1000,1.162,49.559,3934617.000,4004631.000,701171.000,-70014.000,1.155,47.492,506.500,560.000,88.000,-53.500,49.516,49.594,49.570,49.572,49.571
7438,7438000,1000,1.162,49.559,3935180.000,4005159.000,701243.000,-69979.000,1.163,51.604,563.000,528.000,72.000,35.000,49.516,49.594,49.570,49.572,49.571
7439,7439000,1000,1.162,49.559,3935706.000,4005695.000,701338.000,-69989.000,1.157,49.529,526.000,536.000,95.000,-10.000,49.516,49.594,49.570,49.572,49.571
7440,7440000,1000,1.162,49.560,3936251.500,4006222.000,701435.000,-69970.500,1.169,50.862,545.500,527.000,97.000,18.500,49.517,49.594,49.570,49.572,49.571
7441,7441000,1000,1.162,49.560,3936808.000,4006705.000,701547.000,-69897.000,1.151,53.535,556.500,483.000,112.000,73.500,49.517,49.595,49.570,49.572,49.571
7442,7442000,1000,1.162,49.560,3937363.500,4007232.000,701628.000,-69868.500,1.163,51.316,555.500,527.000,81.000,28.500,49.517,49.595,49.570,49.572,49.571
7443,7443000,1000,1.162,49.560,3937885.000,4007767.000,701735.000,-69882.000,1.163,49.361,521.500,535.000,107.000,-13.500,49.517,49.595,49.570,49.572,49.571
7444,7444000,1000,1.162,49.561,3938429.000,4008278.000,701856.000,-69849.000,1.176,51.564,544.000,511.000,121.000,33.000,49.518,49.595,49.570,49.572,49.571
7445,7445000,1000,1.162,49.560,3938949.000,4008815.000,701970.000,-69866.000,1.171,49.196,520.000,537.000,114.000,-17.000,49.518,49.595,49.570,49.572,49.571
7446,7446000,1000,1.162,49.560,3939435.000,4009356.000,702074.000,-69921.000,1.131,47.322,486.000,541.000,104.000,-55.000,49.517,49.595,49.570,49.572,49.571
7447,7447000,1000,1.162,49.560,3939978.500,4009910.000,702152.000,-69931.500,1.175,49.522,543.500,554.000,78.000,-10.500,49.517,49.595,49.570,49.572,49.571
7448,7448000,1000,1.162,49.560,3940523.500,4010456.000,702237.000,-69932.500,1.176,49.954,545.000,546.000,85.000,-1.000,49.517,49.595,49.570,49.572,49.571
7449,7449000,1000,1.162,49.560,3941036.000,4011014.000,702316.000,-69978.000,1.149,47.875,512.500,558.000,79.000,-45.500,49.517,49.595,49.570,49.572,49.571
7450,7450000,1000,1.162,49.560,3941583.500,4011542.000,702413.000,-69958.500,1.173,50.907,547.500,528.000,97.000,19.500,49.517,49.595,49.570,49.572,49.571
7451,7451000,1000,1.162,49.560,3942100.500,4012083.000,702489.000,-69982.500,1.134,48.866,517.000,541.000,76.000,-24.000,49.517,49.595,49.570,49.572,49.571
7452,7452000,1000,1.162,49.560,3942640.500,4012631.000,702566.000,-69990.500,1.165,49.632,540.000,548.000,77.000,-8.000,49.517,49.595,49.570,49.572,49.571
7453,7453000,1000,1.162,49.560,3943179.500,4013156.000,702660.000,-69976.500,1.158,50.658,539.000,525.000,94.000,14.000,49.517,49.595,49.570,49.572,49.571
7454,7454000,1000,1.162,49.561,3943737.500,4013667.000,702737.000,-69929.500,1.146,52.198,558.000,511.000,77.000,47.000,49.518,49.595,49.570,49.572,49.571
7455,7455000,1000,1.162,49.561,3944286.500,4014195.000,702828.000,-69908.500,1.168,50.975,549.000,528.000,91.000,21.000,49.518,49.596,49.570,49.572,49.571
7456,7456000,1000,1.162,49.561,3944832.000,4014716.000,702920.000,-69884.000,1.159,51.149,545.500,521.000,92.000,24.500,49.518,49.596,49.570,49.572,49.571
7457,7457000,1000,1.162,49.561,3945361.000,4015251.000,703013.000,-69890.000,1.157,49.718,529.000,535.000,93.000,-6.000,49.518,49.596,49.570,49.572,49.571
7458,7458000,1000,1.162,49.561,3945879.500,4015804.000,703110.000,-69924.500,1.169,48.390,518.500,553.000,97.000,-34.500,49.518,49.596,49.570,49.572,49.571
7459,7459000,1000,1.162,49.561,3946398.000,4016360.000,703201.000,-69962.000,1.165,48.255,518.500,556.000,91.000,-37.500,49.518,49.596,49.570,49.572,49.571
7460,7460000,1000,1.162,49.560,3946891.500,4016924.000,703304.000,-70032.500,1.161,46.667,493.500,564.000,103.000,-70.500,49.518,49.595,49.570,49.572,49.571
7461,7461000,1000,1.162,49.560,3947424.500,4017487.000,703385.000,-70062.500,1.177,48.631,533.000,563.000,81.000,-30.000,49.517,49.595,49.570,49.572,49.571
7462,7462000,1000,1.162,49.560,3947943.000,4018022.000,703492.000,-70079.000,1.161,49.217,518.500,535.000,107.000,-16.500,49.517,49.595,49.570,49.572,49.571
7463,7463000,1000,1.162,49.560,3948483.000,4018561.000,703587.000,-70078.000,1.174,50.046,540.000,539.000,95.000,1.000,49.517,49.595,49.570,49.572,49.571
7464,7464000,1000,1.162,49.561,3949064.500,4019065.000,703682.000,-70000.500,1.181,53.570,581.500,504.000,95.000,77.500,49.518,49.596,49.570,49.572,49.571
7465,7465000,1000,1.162,49.561,3949572.000,4019602.000,703780.000,-70030.000,1.143,48.588,507.500,537.000,98.000,-29.500,49.518,49.595,49.570,49.572,49.571
7466,7466000,1000,1.162,49.560,3950066.000,4020174.000,703875.000,-70108.000,1.161,46.341,494.000,572.000,95.000,-78.000,49.517,49.595,49.570,49.572,49.571
7467,7467000,1000,1.162,49.560,3950585.000,4020747.000,703950.000,-70162.000,1.167,47.527,519.000,573.000,75.000,-54.000,49.517,49.595,49.570,49.572,49.571
7468,7468000,1000,1.162,49.560,3951097.500,4021284.000,704052.000,-70186.500,1.151,48.833,512.500,537.000,102.000,-24.500,49.517,49.595,49.570,49.572,49.571
7469,7469000,1000,1.162,49.560,3951625.500,4021830.000,704147.000,-70204.500,1.169,49.162,528.000,546.000,95.000,-18.000,49.517,49.595,49.570,49.572,49.571
7470,7470000,1000,1.162,49.560,3952151.500,4022391.000,704217.000,-70239.500,1.157,48.390,526.000,561.000,70.000,-35.000,49.517,49.594,49.570,49.572,49.571
7471,7471000,1000,1.162,49.560,3952679.500,4022932.000,704296.000,-70252.500,1.148,49.392,528.000,541.000,79.000,-13.000,49.517,49.594,49.570,49.572,49.571
7472,7472000,1000,1.162,49.560,3953237.500,4023472.000,704380.000,-70234.500,1.182,50.820,558.000,540.000,84.000,18.000,49.517,49.595,49.570,49.572,49.571
7473,7473000,1000,1.162,49.559,3953733.000,4024032.000,704491.000,-70299.000,1.167,46.945,495.500,560.000,111.000,-64.500,49.517,49.594,49.570,49.572,49.571
7474,7474000,1000,1.162,49.560,3954292.000,4024540.000,704592.000,-70248.000,1.168,52.390,559.000,508.000,101.000,51.000,49.517,49.595,49.570,49.572,49.571
7475,7475000,1000,1.162,49.560,3954851.500,4025065.000,704675.000,-70213.500,1.167,51.591,559.500,525.000,83.000,34.500,49.517,49.595,49.570,49.572,49.571
7476,7476000,1000,1.162,49.560,3955347.000,4025618.000,704766.000,-70271.000,1.139,47.258,495.500,553.000,91.000,-57.500,49.517,49.595,49.570,49.572,49.571
7477,7477000,1000,1.162,49.560,3955883.000,4026130.000,704876.000,-70247.000,1.158,51.145,536.000,512.000,110.000,24.000,49.517,49.595,49.570,49.572,49.571
7478,7478000,1000,1.162,49.560,3956430.500,4026675.000,704965.000,-70244.500,1.181,50.114,547.500,545.000,89.000,2.500,49.517,49.595,49.570,49.572,49.571
7479,7479000,1000,1.162,49.560,3956983.000,4027198.000,705067.000,-70215.000,1.177,51.371,552.500,523.000,102.000,29.500,49.518,49.595,49.570,49.572,49.571
7480,7480000,1000,1.162,49.560,3957516.500,4027737.000,705162.000,-70220.500,1.167,49.744,533.500,539.000,95.000,-5.500,49.518,49.595,49.570,49.572,49.571
7481,7481000,1000,1.162,49.560,3958032.500,4028283.000,705240.000,-70250.500,1.140,48.588,516.000,546.000,78.000,-30.000,49.517,49.595,49.570,49.572,49.571
7482,7482000,1000,1.162,49.560,3958570.000,4028823.000,705336.000,-70253.000,1.173,49.884,537.500,540.000,96.000,-2.500,49.517,49.595,49.570,49.572,49.571
7483,7483000,1000,1.162,49.560,3959099.000,4029338.000,705454.000,-70239.000,1.162,50.670,529.000,515.000,118.000,14.000,49.518,49.595,49.570,49.572,49.571
7484,7484000,1000,1.162,49.560,3959620.500,4029877.000,705553.000,-70256.500,1.159,49.175,521.500,539.000,99.000,-17.500,49.518,49.595,49.570,49.572,49.571
7485,7485000,1000,1.162,49.560,3960165.000,4030417.000,705645.000,-70252.000,1.177,50.207,544.500,540.000,92.000,4.500,49.518,49.595,49.570,49.572,49.571
7486,7486000,1000,1.162,49.561,3960716.000,4030956.000,705732.000,-70240.000,1.177,50.550,551.000,539.000,87.000,12.000,49.518,49.595,49.570,49.572,49.571
7487,7487000,1000,1.162,49.561,3961258.500,4031495.000,705819.000,-70236.500,1.169,50.162,542.500,539.000,87.000,3.500,49.518,49.595,49.570,49.572,49.571
7488,7488000,1000,1.162,49.561,3961802.000,4032026.000,705913.000,-70224.000,1.169,50.582,543.500,531.000,94.000,12.500,49.518,49.596,49.570,49.572,49.571
7489,7489000,1000,1.162,49.561,3962341.500,4032577.000,705996.000,-70235.500,1.173,49.473,539.500,551.000,83.000,-11.500,49.518,49.596,49.570,49.572,49.571
7490,7490000,1000,1.162,49.561,3962889.500,4033112.000,706072.000,-70222.500,1.159,50.600,548.000,535.000,76.000,13.000,49.518,49.596,49.570,49.572,49.571
7491,7491000,1000,1.162,49.561,3963409.000,4033659.000,706181.000,-70250.000,1.175,48.711,519.500,547.000,109.000,-27.500,49.518,49.596,49.570,49.572,49.571
7492,7492000,1000,1.162,49.560,3963913.000,4034221.000,706275.000,-70308.000,1.160,47.280,504.000,562.000,94.000,-58.000,49.518,49.595,49.570,49.572,49.571
7493,7493000,1000,1.162,49.561,3964454.500,4034758.000,706366.000,-70303.500,1.169,50.209,541.500,537.000,91.000,4.500,49.518,49.595,49.570,49.572,49.571
7494,7494000,1000,1.162,49.561,3964984.500,4035294.000,706462.000,-70309.500,1.162,49.719,530.000,536.000,96.000,-6.000,49.518,49.595,49.570,49.572,49.571
7495,7495000,1000,1.162,49.561,3965525.500,4035827.000,706571.000,-70301.500,1.183,50.372,541.000,533.000,109.000,8.000,49.518,49.595,49.570,49.572,49.571
7496,7496000,1000,1.162,49.561,3966054.500,4036388.000,706658.000,-70333.500,1.177,48.532,529.000,561.000,87.000,-32.000,49.518,49.595,49.570,49.572,49.571
7497,7497000,1000,1.162,49.561,3966595.500,4036899.000,706771.000,-70303.500,1.165,51.426,541.000,511.000,113.000,30.000,49.518,49.596,49.570,49.572,49.571
7498,7498000,1000,1.162,49.561,3967156.000,4037401.000,706863.000,-70245.000,1.155,52.753,560.500,502.000,92.000,58.500,49.519,49.596,49.570,49.572,49.571
7499,7499000,1000,1.162,49.561,3967678.500,4037956.000,706958.000,-70277.500,1.173,48.492,522.500,555.000,95.000,-32.500,49.518,49.596,49.570,49.572,49.571
7500,7500000,1000,1.162,49.561,3968209.500,4038491.000,707045.000,-70281.500,1.153,49.812,531.000,535.000,87.000,-4.000,49.518,49.596,49.570,49.572,49.571
7501,7501000,1000,1.162,49.561,3968726.500,4039019.000,707148.000,-70292.500,1.148,49.474,517.000,528.000,103.000,-11.000,49.518,49.596,49.570,49.572,49.571
7502,7502000,1000,1.162,49.561,3969263.000,4039560.000,707227.000,-70297.000,1.157,49.791,536.500,541.000,79.000,-4.500,49.518,49.596,49.570,49.572,49.571
7503,7503000,1000,1.162,49.561,3969799.500,4040089.000,707317.000,-70289.500,1.155,50.352,536.500,529.000,90.000,7.500,49.519,49.596,49.570,49.572,49.571
7504,7504000,1000,1.162,49.561,3970328.000,4040618.000,707420.000,-70290.000,1.161,49.976,528.500,529.000,103.000,-0.500,49.519,49.596,49.570,49.572,49.571
7505,7505000,1000,1.162,49.561,3970847.500,4041157.000,707521.000,-70309.500,1.159,49.079,519.500,539.000,101.000,-19.500,49.519,49.596,49.570,49.572,49.571
7506,7506000,1000,1.162,49.561,3971376.000,4041722.000,707611.000,-70346.000,1.183,48.331,528.500,565.000,90.000,-36.500,49.518,49.596,49.570,49.572,49.571
7507,7507000,1000,1.162,49.561,3971909.500,4042276.000,707702.000,-70366.500,1.179,49.057,533.500,554.000,91.000,-20.500,49.518,49.596,49.570,49.572,49.571
7508,7508000,1000,1.162,49.562,3972478.500,4042762.000,707804.000,-70283.500,1.157,53.934,569.000,486.000,102.000,83.000,49.519,49.596,49.570,49.572,49.571
7509,7509000,1000,1.162,49.562,3973047.500,4043271.000,707895.000,-70223.500,1.169,52.783,569.000,509.000,91.000,60.000,49.519,49.597,49.570,49.572,49.571
7510,7510000,1000,1.162,49.563,3973624.000,4043760.000,707991.000,-70136.000,1.161,54.106,576.500,489.000,96.000,87.500,49.520,49.597,49.570,49.572,49.571
7511,7511000,1000,1.162,49.563,3974141.000,4044301.000,708086.000,-70160.000,1.153,48.866,517.000,541.000,95.000,-24.000,49.520,49.597,49.570,49.572,49.571
7512,7512000,1000,1.162,49.563,3974696.000,4044826.000,708167.000,-70130.000,1.161,51.389,555.000,525.000,81.000,30.000,49.520,49.597,49.570,49.572,49.571
7513,7513000,1000,1.162,49.562,3975204.500,4045385.000,708261.000,-70180.500,1.161,47.635,508.500,559.000,94.000,-50.500,49.520,49.597,49.570,49.572,49.571
7514,7514000,1000,1.162,49.563,3975752.500,4045916.000,708346.000,-70163.500,1.164,50.788,548.000,531.000,85.000,17.000,49.520,49.597,49.570,49.572,49.571
7515,7515000,1000,1.162,49.563,3976274.000,4046467.000,708448.000,-70193.000,1.175,48.625,521.500,551.000,102.000,-29.500,49.520,49.597,49.570,49.572,49.571
7516,7516000,1000,1.162,49.562,3976778.000,4047023.000,708556.000,-70245.000,1.168,47.547,504.000,556.000,108.000,-52.000,49.520,49.597,49.570,49.572,49.571
7517,7517000,1000,1.162,49.562,3977322.000,4047576.000,708640.000,-70254.000,1.181,49.590,544.000,553.000,84.000,-9.000,49.520,49.597,49.570,49.572,49.571
7518,7518000,1000,1.162,49.562,3977841.500,4048130.000,708737.000,-70288.500,1.171,48.393,519.500,554.000,97.000,-34.500,49.520,49.597,49.570,49.572,49.571
7519,7519000,1000,1.162,49.562,3978358.000,4048668.000,708827.000,-70310.000,1.145,48.981,516.500,538.000,90.000,-21.500,49.519,49.597,49.570,49.572,49.571
7520,7520000,1000,1.162,49.562,3978880.500,4049212.000,708919.000,-70331.500,1.159,48.992,522.500,544.000,92.000,-21.500,49.519,49.597,49.570,49.572,49.571
7521,7521000,1000,1.162,49.562,3979379.500,4049785.000,709005.000,-70405.500,1.158,46.549,499.000,573.000,86.000,-74.000,49.519,49.596,49.570,49.572,49.571
7522,7522000,1000,1.162,49.561,3979890.500,4050340.000,709093.000,-70449.500,1.154,47.936,511.000,555.000,88.000,-44.000,49.519,49.596,49.570,49.572,49.571
7523,7523000,1000,1.162,49.561,3980421.000,4050879.000,709186.000,-70458.000,1.163,49.603,530.500,539.000,93.000,-8.500,49.519,49.596,49.570,49.572,49.571
7524,7524000,1000,1.162,49.561,3980896.000,4051443.000,709292.000,-70547.000,1.145,45.717,475.000,564.000,106.000,-89.000,49.518,49.596,49.570,49.572,49.571
7525,7525000,1000,1.162,49.561,3981441.500,4051995.000,709372.000,-70553.500,1.177,49.704,545.500,552.000,80.000,-6.500,49.518,49.596,49.570,49.572,49.571
7526,7526000,1000,1.162,49.561,3981962.500,4052548.000,709460.000,-70585.500,1.162,48.510,521.000,553.000,88.000,-32.000,49.518,49.595,49.570,49.572,49.571
7527,7527000,1000,1.162,49.561,3982462.000,4053093.000,709552.000,-70631.000,1.137,47.822,499.500,545.000,92.000,-45.500,49.518,49.595,49.570,49.572,49.571
7528,7528000,1000,1.162,49.560,3982956.500,4053651.000,709650.000,-70694.500,1.151,46.983,494.500,558.000,98.000,-63.500,49.518,49.595,49.570,49.572,49.571
7529,7529000,1000,1.162,49.560,3983508.500,4054174.000,709735.000,-70665.500,1.160,51.349,552.000,523.000,85.000,29.000,49.518,49.595,49.570,49.572,49.571
7530,7530000,1000,1.162,49.560,3983987.000,4054751.000,709828.000,-70764.000,1.149,45.334,478.500,577.000,93.000,-98.500,49.517,49.595,49.570,49.572,49.571
7531,7531000,1000,1.162,49.560,3984505.500,4055316.000,709918.000,-70810.500,1.173,47.854,518.500,565.000,90.000,-46.500,49.517,49.594,49.570,49.572,49.571
7532,7532000,1000,1.162,49.560,3985043.000,4055865.000,709993.000,-70822.000,1.161,49.471,537.500,549.000,75.000,-11.500,49.517,49.594,49.570,49.572,49.571
7533,7533000,1000,1.162,49.559,3985551.500,4056416.000,710099.000,-70864.500,1.165,47.994,508.500,551.000,106.000,-42.500,49.517,49.594,49.570,49.572,49.571
7534,7534000,1000,1.162,49.559,3986036.000,4056994.000,710193.000,-70958.000,1.157,45.600,484.500,578.000,94.000,-93.500,49.516,49.594,49.570,49.572,49.571
7535,7535000,1000,1.162,49.559,3986566.500,4057522.000,710292.000,-70955.500,1.157,50.118,530.500,528.000,99.000,2.500,49.516,49.594,49.570,49.572,49.571
7536,7536000,1000,1.162,49.559,3987097.000,4058095.000,710358.000,-70998.000,1.169,48.074,530.500,573.000,66.000,-42.500,49.516,49.593,49.570,49.572,49.571
7537,7537000,1000,1.162,49.559,3987638.000,4058634.000,710440.000,-70996.000,1.162,50.093,541.000,539.000,82.000,2.000,49.516,49.594,49.570,49.572,49.571
7538,7538000,1000,1.162,49.559,3988176.500,4059171.000,710528.000,-70994.500,1.163,50.070,538.500,537.000,88.000,1.500,49.516,49.594,49.570,49.572,49.571
7539,7539000,1000,1.162,49.559,3988689.000,4059730.000,710629.000,-71041.000,1.173,47.830,512.500,559.000,101.000,-46.500,49.516,49.593,49.570,49.572,49.571
7540,7540000,1000,1.162,49.559,3989211.500,4060278.000,710720.000,-71066.500,1.161,48.809,522.500,548.000,91.000,-25.500,49.516,49.593,49.570,49.572,49.571
7541,7541000,1000,1.162,49.558,3989735.000,4060832.000,710821.000,-71097.000,1.179,48.585,523.500,554.000,101.000,-30.500,49.516,49.593,49.570,49.572,49.571
7542,7542000,1000,1.162,49.558,3990266.000,4061384.000,710909.000,-71118.000,1.171,49.030,531.000,552.000,88.000,-21.000,49.516,49.593,49.570,49.572,49.571
7543,7543000,1000,1.162,49.559,3990823.000,4061903.000,711002.000,-71080.000,1.169,51.766,557.000,519.000,93.000,38.000,49.516,49.593,49.570,49.572,49.571
7544,7544000,1000,1.162,49.559,3991402.000,4062402.000,711087.000,-71000.000,1.163,53.711,579.000,499.000,85.000,80.000,49.517,49.594,49.570,49.572,49.571
7545,7545000,1000,1.162,49.559,3991944.000,4062921.000,711190.000,-70977.000,1.164,51.084,542.000,519.000,103.000,23.000,49.517,49.594,49.570,49.572,49.571
7546,7546000,1000,1.162,49.559,3992449.500,4063482.000,711287.000,-71032.500,1.163,47.398,505.500,561.000,97.000,-55.500,49.517,49.594,49.570,49.572,49.571
7547,7547000,1000,1.162,49.559,3992957.500,4064009.000,711389.000,-71051.500,1.137,49.082,508.000,527.000,102.000,-19.000,49.516,49.594,49.570,49.572,49.571
7548,7548000,1000,1.162,49.559,3993514.000,4064544.000,711491.000,-71030.000,1.194,50.985,556.500,535.000,102.000,21.500,49.517,49.594,49.570,49.572,49.571
7549,7549000,1000,1.162,49.560,3994079.500,4065049.000,711586.000,-70969.500,1.165,52.826,565.500,505.000,95.000,60.500,49.517,49.594,49.570,49.572,49.571
7550,7550000,1000,1.162,49.559,3994582.000,4065604.000,711685.000,-71022.000,1.157,47.518,502.500,555.000,99.000,-52.500,49.517,49.594,49.570,49.572,49.571
7551,7551000,1000,1.162,49.559,3995090.000,4066150.000,711776.000,-71060.000,1.145,48.197,508.000,546.000,91.000,-38.000,49.517,49.594,49.570,49.572,49.571
7552,7552000,1000,1.162,49.559,3995623.000,4066695.000,711875.000,-71072.000,1.177,49.443,533.000,545.000,99.000,-12.000,49.517,49.594,49.570,49.572,49.571
7553,7553000,1000,1.162,49.559,3996133.500,4067229.000,711969.000,-71095.500,1.139,48.875,510.500,534.000,94.000,-23.500,49.517,49.594,49.570,49.572,49.571
7554,7554000,1000,1.162,49.559,3996675.500,4067747.000,712053.000,-71071.500,1.144,51.132,542.000,518.000,84.000,24.000,49.517,49.594,49.570,49.572,49.571
7555,7555000,1000,1.162,49.559,3997188.500,4068307.000,712132.000,-71118.500,1.152,47.810,513.000,560.000,79.000,-47.000,49.517,49.594,49.570,49.572,49.571
7556,7556000,1000,1.162,49.559,3997720.500,4068842.000,712213.000,-71121.500,1.148,49.859,532.000,535.000,81.000,-3.000,49.517,49.594,49.570,49.572,49.571
7557,7557000,1000,1.162,49.559,3998250.500,4069396.000,712301.000,-71145.500,1.172,48.893,530.000,554.000,88.000,-24.000,49.517,49.594,49.570,49.572,49.571
7558,7558000,1000,1.162,49.559,3998786.000,4069936.000,712396.000,-71150.000,1.171,49.791,535.500,540.000,95.000,-4.500,49.517,49.594,49.570,49.572,49.571
7559,7559000,1000,1.162,49.559,3999338.500,4070449.000,712508.000,-71110.500,1.177,51.854,552.500,513.000,112.000,39.500,49.517,49.594,49.570,49.572,49.571
7560,7560000,1000,1.162,49.559,3999838.500,4070984.000,712619.000,-71145.500,1.146,48.309,500.000,535.000,111.000,-35.000,49.517,49.594,49.570,49.572,49.571
7561,7561000,1000,1.162,49.559,4000352.000,4071527.000,712722.000,-71175.000,1.159,48.604,513.500,543.000,103.000,-29.500,49.517,49.594,49.570,49.572,49.571
